path,label,split,sha256,phash,dup_group,is_active,width,height
def_front/cast_def_0_1705.jpeg,def_front,test,89ea683eec7de2b0a32fa3c3381b46851bf14cd61426b5e9c8e31e3b2ab44080,9e171f37170f0f0d,,True,512,512
def_front/cast_def_0_1715.jpeg,def_front,train,8862fa5cf95e4f3218e90371fdd782b05687c38404adcd3ac986d4ab152a98fb,4c1f2f17172f070f,,True,512,512
def_front/cast_def_0_1721.jpeg,def_front,test,d3e800098f9862c8c1e84b5c3137b1289beccc2ba65eff23e109081561da4fd1,0603cd97140d1f86,,True,512,512
def_front/cast_def_0_1729.jpeg,def_front,train,c596800c36bbdab47a4a6f11cac5ebae1da1b7e9a28a7174be60160bc238e535,93390e9296cc6d07,,True,512,512
def_front/cast_def_0_1750.jpeg,def_front,val,0df4ba2404a919140893dc9c1b20f415e6745519593305a95741077ec0d6b664,124cce9292ce4c17,,True,512,512
def_front/cast_def_0_177.jpeg,def_front,train,cd04ea67d254dcfcf85deae02b129ef00ef839d4b876b65f128e2dca48de3fea,0e238fb6360e48b2,,True,512,512
def_front/cast_def_0_1772.jpeg,def_front,test,d1c1a5be3943ce97111b21070d90f73df16b5402ff474d14aa1ad1de2326a080,b06c4e96964e4f97,,True,512,512
def_front/cast_def_0_1777.jpeg,def_front,test,aba94c1ee327fa6ea916ad4c1cfc1a77158e122654e3747ecbd16e5872a5a8c1,a6698d96968c4d16,,True,512,512
def_front/cast_def_0_1794.jpeg,def_front,val,290772affb60727411f817abcf7b41d6ab14a69e6f4bc6af2b960d144e41502d,b463cc96b68c5d1f,,True,512,512
def_front/cast_def_0_180.jpeg,def_front,train,755fba89f4038571782436abf248e36b58dfca9b9f900d4e563ec0d487b0b47e,cc1b0d96960d078e,,True,512,512
def_front/cast_def_0_1800.jpeg,def_front,test,dd194b99b2b026cb8b5d8f6178854b4b4fe08c2129b03d23187b3e034a165508,d2390c96968c2306,,True,512,512
def_front/cast_def_0_1815.jpeg,def_front,train,ae80561a23d0301015e01b0769a09e356f79113278884f47661d792344405a7a,3663cd9696cc0f9e,,True,512,512
def_front/cast_def_0_1817.jpeg,def_front,train,8416bf47e84a91824675d138a3825d419f9afc78e49a4792e413892467a7d13b,a4618d96b68c4d36,,True,512,512
def_front/cast_def_0_1828.jpeg,def_front,train,4ff1fd1b3cc2657be6f5e436c19f9cdf53381fc11bf5e014915105e40608a73d,07078e92968e6812,,True,512,512
def_front/cast_def_0_1831.jpeg,def_front,train,cc1463e16169749829d4f76e6fb16a84cb3210b89b12aab4556b52c326e12e5a,8f3b4d9696cf639e,,True,512,512
def_front/cast_def_0_1849.jpeg,def_front,test,4568c96b05e7929b90ea26369055ae156c6e1e3cbfaee1d4beac86758b58ca4f,0f270f13130f1f8e,,True,512,512
def_front/cast_def_0_1860.jpeg,def_front,train,6a67caf5e9cd77282f4d8d8ef19046d2c57cb70e389a43c9d2d8ecce6e04cf93,72cd9db6b68c5937,,True,512,512
def_front/cast_def_0_1877.jpeg,def_front,train,91131f4737b324adadb7863d241d5ee112007063cf1a2adbaf59d7ee1a2414b9,de314e13122e399b,,True,512,512
def_front/cast_def_0_188.jpeg,def_front,val,9e5c0da5be7a47aaeb3cec1ff7231e317a3a421e3eef71af9f36b04ace97e589,d2394c96d64d2306,,True,512,512
def_front/cast_def_0_1885.jpeg,def_front,test,d96a1ff19b5e817c6b4c81ec544fee5e4c31ddd790be671fc8476c6891e62841,b269cc96964c3b8e,,True,512,512
def_front/cast_def_0_1898.jpeg,def_front,val,aa51f5619cae16cc1ae492c5077d960a51cc5ace9d50fd31fb2e25625b27602a,b96cce9296ce6d97,,True,512,512
def_front/cast_def_0_1949.jpeg,def_front,train,b40300aca37de1dd5fdb394fad4298526efa620a595569ad587a54c90b989d2d,336dcc9696cc4d33,,True,512,512
def_front/cast_def_0_1958.jpeg,def_front,train,31fc70ae15b25845e7dfbacadbe95738d681f9dd9043ad60a3f8aa6e43b721c7,3269ce9292c64c17,,True,512,512
def_front/cast_def_0_1969.jpeg,def_front,val,205a452444ff4b69949eee825593fe5f5d410b76546de034ae3cbaaa71b6f833,92694c96964d238e,,True,512,512
def_front/cast_def_0_1998.jpeg,def_front,test,41e4dc8a735847eed6a205db7c805cfa099b4a1edd5675f6b1c25841d1924256,8669cc96160c3992,,True,512,512
def_front/cast_def_0_2.jpeg,def_front,train,747c6b91f433abb4aecc199954160efa48d8fe34d8f37f2d108f71168d793251,4f0f0f1713170397,,True,512,512
def_front/cast_def_0_2003.jpeg,def_front,train,451b8e7bb0b84d70e89139a0d7d5f876efb9d6c99385cd758373420c9fdb59e8,72cd9696968c3b9e,,True,512,512
def_front/cast_def_0_2014.jpeg,def_front,train,c7430d01c27527627ac0a5b79f4021d72e4c619921ed87985635e0d098a587d8,9d668fb4b41f3f9d,,True,512,512
def_front/cast_def_0_2020.jpeg,def_front,test,d37e790bf777471ff7d48cd1eb3938bdea45f731bdaca4f9bc0bd4653dfd5a03,03438e9292862c31,,True,512,512
def_front/cast_def_0_2022.jpeg,def_front,val,33fa3a5749ede495c4dd3869d1a6572b6c024bb898e8a2b2126f9f76fe84ba3c,974f4e96964ca950,,True,512,512
def_front/cast_def_0_2057.jpeg,def_front,train,df4db75483e673d4d2dd2f125a002bbe0cb1dc3da27354fe18321ed6e3e2f842,86170f17170f0f0f,,True,512,512
def_front/cast_def_0_2060.jpeg,def_front,test,fd9cb15fcbb0b7790279d9d46d15cc2098c4238e99db62b272da5c97cbe4c1b8,912c0e92928e2307,,True,512,512
def_front/cast_def_0_2084.jpeg,def_front,test,1c8a2c355b864512b88cb60d196e8861a011969b77f432c436c2f477ac6c2f2a,9e3f1f33b34f230f,,True,512,512
def_front/cast_def_0_2090.jpeg,def_front,train,3feaef5067e2a7cb78b21254b27307a7a2b2e064a328195888ea5b74ba44f70d,b24dcc9696cc6d97,,True,512,512
def_front/cast_def_0_2096.jpeg,def_front,train,9ef36025d333ed19e778edf6113e5766b70ec53fea9560d6eadac03b253f0221,c6394c96968d278e,,True,512,512
def_front/cast_def_0_2102.jpeg,def_front,test,8fa82193b3dde10bc74d151b4c297e1e0a30a24b8f3c8f98a1a266dbd41db63e,8669cc9696cc49b2,,True,512,512
def_front/cast_def_0_2141.jpeg,def_front,train,4b1e4d014ed37157c781026d9a8dac91ae75620646ff6a327a98b99c66c5ce72,060b1737370d3b0e,,True,512,512
def_front/cast_def_0_2148.jpeg,def_front,train,45d3098cbe159a687032719073d0498890aa956c5fe2837a739deabbff111af2,a662cd97960d2b16,,True,512,512
def_front/cast_def_0_2161.jpeg,def_front,train,04bad7fdd93859477f188bf3ef84593377720e863050b82ee244be5aa56cace4,0e060f17371f1f9d,,True,512,512
def_front/cast_def_0_219.jpeg,def_front,val,2e10d89e99c515b741fbdc7310f2def1455cc9947de4338cf274038a5215cb89,170b1533371d1b1f,,True,512,512
def_front/cast_def_0_22.jpeg,def_front,val,073a6d423ad16ee70a0f48a86d9846e1e4a46853898d1332062d06436bbfdc82,86994c9696cc6106,,True,512,512
def_front/cast_def_0_2201.jpeg,def_front,test,ef49e55946a6d116442d66615e260a6ebf2d262573514e0fb2002b979686044a,c0394c9696cc4d86,,True,512,512
def_front/cast_def_0_221.jpeg,def_front,val,f3d1c85af5d3ecf66918d1201329a96cbd4debc86de212c7a8acf16b6e7eda79,2667ce96968e0f1f,,True,512,512
def_front/cast_def_0_2220.jpeg,def_front,train,5fbb88329c71e93a7c85a36cfa997e0c5530ab484fa35fa8dba836ab2ea59bcc,72c88c9696cc4d37,,True,512,512
def_front/cast_def_0_223.jpeg,def_front,train,49b4f80f8271b6df9206b532e79a305fe3d1c37c476d5af3aea37f7920b873d2,0f0f0f17371f1716,,True,512,512
def_front/cast_def_0_2234.jpeg,def_front,train,b910aa370de3df64d0193e848eb3cc0d23a152681ed2a974e992ee82be4275b8,0472491797cb6204,,True,512,512
def_front/cast_def_0_2251.jpeg,def_front,train,21f1c7d9539f73e70d17e1bd9129cff3158dd11be48ce1b3bdef7aaf8b7a9bdd,17234e92124e2c99,,True,512,512
def_front/cast_def_0_2259.jpeg,def_front,train,4b2a1d15c8f5219c55757ef6a37f3cd6e2d999cd3fdc44357b5aa06ff595b9ee,87270e96960e0b8e,,True,512,512
def_front/cast_def_0_2263.jpeg,def_front,val,a9aaf8cc8a1d83ac656b71f87816670ce08b4cd58d169726b055ed420a72cda3,b669cc96968c6d17,,True,512,512
def_front/cast_def_0_2280.jpeg,def_front,train,fcc5c35f6ac7626f73512363268dce3198628fe4f094dd1d0b5b0df549e8f36f,0603cd9696cc7992,,True,512,512
def_front/cast_def_0_2284.jpeg,def_front,train,28d4b757d67c18989806e6f3985f133cbc09ad7b9f564dea13e5282c29d0e7e0,b269ce9296cc2d9f,,True,512,512
def_front/cast_def_0_2299.jpeg,def_front,train,acfb2e7baac664dc366e177dd42bb56b19348d8623754e031c793ee6cec02737,1f3b0d1737070386,,True,512,512
def_front/cast_def_0_2304.jpeg,def_front,train,ed2548530b1ca95282bac8ae7d3f774d9d63eae97f26e911b46e91ef8eb97814,0f234f1733172f9e,,True,512,512
def_front/cast_def_0_2305.jpeg,def_front,train,7624f2001eb9593eaee18549012c33e4e8da5f28c4ce8ac2e811df9d63abf6d9,8e078e96968e1992,,True,512,512
def_front/cast_def_0_231.jpeg,def_front,val,0006172a170c5ad78c15c309be259f7d99fccb52f02539cb72ab27ce1c75703f,72e99eb2368e5d17,,True,512,512
def_front/cast_def_0_2310.jpeg,def_front,val,d1d7b8f635faf64387beae37947937fc2ae5b2f0faa5578ddec2f51ca56a6890,92694c9696cc038e,,True,512,512
def_front/cast_def_0_2320.jpeg,def_front,test,09301dfbf8b177e7703c9369a048f407a3b8704133313d2b100c1a2d0bf69978,9661cc96964d338e,,True,512,512
def_front/cast_def_0_2330.jpeg,def_front,train,45d8d5120fb7d075f9f0da2463785a8241dd9bb2332fafadd2e2451cb34052b2,96394c96968c0f07,,True,512,512
def_front/cast_def_0_2358.jpeg,def_front,train,bffbce4d660f5b73baba4a4b0e5912ebfce6e790f1fad119141bb1649fee2d79,d76ccc9696ce4d17,,True,512,512
def_front/cast_def_0_238.jpeg,def_front,train,63eddf293a6cdfc75c759a8bce59c4f6c62686f3737db0d8e5b0a2dd14457926,86170f17170f0f0f,,True,512,512
def_front/cast_def_0_2388.jpeg,def_front,train,3f946e4493bfe25c2ee322184b204c767c87dccaeb25d664e054870671790bae,9b290c96960f2387,,True,512,512
def_front/cast_def_0_240.jpeg,def_front,val,bf9f7f9c99fdfb1b8907bd302b8e31876d7f0b92fa9abbdbbb324049397bff7c,064bce9696cc7992,,True,512,512
def_front/cast_def_0_2422.jpeg,def_front,test,8251164ada6c710f0cfe97110f066c9ff749335230f430276a04c755180c9da5,264d8cb6b69c5932,,True,512,512
def_front/cast_def_0_2426.jpeg,def_front,train,8e5634cc44a64d87c684d64c63f8b7b06a111fa1da9d4dbd001a1a75203954c4,9679cc96944d338e,,True,512,512
def_front/cast_def_0_2437.jpeg,def_front,val,d797444b7b9f1429e6dcc46e5db02d45531499e0d3714842a263723b0ffd4047,72cd8e96968e2d37,,True,512,512
def_front/cast_def_0_2450.jpeg,def_front,train,26548aad811d4b1f0e58db78462054ef3c8b36fca01d65f920b6119736920078,174d8e96968e6890,,True,512,512
def_front/cast_def_0_2474.jpeg,def_front,train,88fa19f26f44eeca30e9d6b8d041517703ab3303b4b9699e4871ae11bf2c7f30,1f1f1b37370f16dc,,True,512,512
def_front/cast_def_0_2480.jpeg,def_front,train,ccb00eed0f9d76c4318eb441f3d2cc4871e8e65800604c7ebe7fd86da0d2d943,b66b4f16564d3997,,True,512,512
def_front/cast_def_0_2483.jpeg,def_front,val,763a167a27c08478dbe3fcac8c49b68499c5ed3921717cd706ca7094892d166a,16638f97160c3bd6,,True,512,512
def_front/cast_def_0_2485.jpeg,def_front,train,bfb7d7e4647381362aafa0d0428aac3f0f5b1181cd334a372d80eaf7208509d1,36638fb696cc691f,,True,512,512
def_front/cast_def_0_25.jpeg,def_front,train,4ca897ece7b7688565a375f588fb0305ce6a74cb8df74fe7fdb7dda99be2343a,8f0f0f37170f8f76,,True,512,512
def_front/cast_def_0_2515.jpeg,def_front,train,15b7245c8110f13f6a40e2e59507934031aac2f8e405e3474823b61e33aaa2fe,8f234c96964e299a,,True,512,512
def_front/cast_def_0_255.jpeg,def_front,test,63fe0760483db0821969648928e6b502846754d8f93635b5c449bff4c3d10518,b94dcc9696cc4916,,True,512,512
def_front/cast_def_0_2576.jpeg,def_front,train,084f73a82e8fa49828f2e69ca51678d91c95b4ec74840eba37b96e7df584164c,4f0f0f131307139e,,True,512,512
def_front/cast_def_0_2582.jpeg,def_front,train,4605032e22e4541808bba7e30b674a2a567601600d53069f853e37cb18291179,36eb8f96968e2b16,,True,512,512
def_front/cast_def_0_2592.jpeg,def_front,train,4a0dc7c2f2201479e76e9b9118cab65920b7289e2a086377e6a910ca9af2a3f4,074d8e9696ce68b1,,True,512,512
def_front/cast_def_0_2614.jpeg,def_front,val,1a5ccddc4f4c972cde827488ed9d4d8b6826bcbd19faf52b26639e7f1c719f7c,9a198c9696cc0f07,,True,512,512
def_front/cast_def_0_2624.jpeg,def_front,train,b21edcf492125486999c362be79cdd239297829f057ca49ba746b63c38f2d3c0,314c9eb6968f238e,,True,512,512
def_front/cast_def_0_2639.jpeg,def_front,train,10aa31667dce8fc69ecc198b019b1a62b20f30e9590c1cb0e9a1e3b9a3a96067,b2e9cd9696cc4d17,,True,512,512
def_front/cast_def_0_2640.jpeg,def_front,train,7ffbe30eaeba8ed7505bc15a4d76a2cf502e16296b2dfcd3f1e828be6e8a2ea1,1e67cd96b69e1f0e,,True,512,512
def_front/cast_def_0_2649.jpeg,def_front,train,8c64fb330b2982117ee305248148b2203a81d768d50c59a18361ccffd34a4e0e,9c2b4cd6d64c2f8e,,True,512,512
def_front/cast_def_0_2654.jpeg,def_front,train,89aa2a466e5fe50eb8503910b9791e78435772b6358a8e4cf554bcf735697600,deb16f17162e399b,,True,512,512
def_front/cast_def_0_2663.jpeg,def_front,train,6dbe1c287418e868b163407f049aea5a89e42f269ecd2fb08a707b5d7d5caba7,0f270fb733173b1e,,True,512,512
def_front/cast_def_0_2683.jpeg,def_front,test,83674e8e3b4360dd327a2332e5c256a393d6d45f359887b60aa66266ec5a27c3,174b8e96960e3c90,,True,512,512
def_front/cast_def_0_2690.jpeg,def_front,train,db8c114a44905d43b12c4b775f36ff31963a9b9fc44c0d9cd1de346703f78fa8,b60f1733170f2b0f,,True,512,512
def_front/cast_def_0_2691.jpeg,def_front,val,7f0208bf0409a1f0c34ef20d2e151f24df69ca1fa20007b5d7b1f18ea012d399,ef6bcc96969c0f1f,,True,512,512
def_front/cast_def_0_2700.jpeg,def_front,val,bd09345c3a4b422e7e6c36d41bfc3cfd59dd5dcbb0cfc16778d6c170e640b70a,86194c9696cc078e,,True,512,512
def_front/cast_def_0_2701.jpeg,def_front,train,0b33f05f2541e92de4b3fbfb71606e5d6fe7b73b2c6d2eecf4eac80200192064,33191d93938f6323,,True,512,512
def_front/cast_def_0_2708.jpeg,def_front,val,1ed7fc0d9dd0c135352af7528e121f6e11bcfd22ad7b5b45ff9b94471a390f96,174dcc96964c6810,,True,512,512
def_front/cast_def_0_2733.jpeg,def_front,train,91ed1f7efd9f3f36c53becbeef85c89d0bdaffad76c4bcc9d4ebd022d78c596f,b2698e96964c3386,,True,512,512
def_front/cast_def_0_2745.jpeg,def_front,test,3bf4dcacb3a94a054f17557c3a46b54ffe3ca33747b066e3be44c2637ed179fd,0d4f8c96968c1d1e,,True,512,512
def_front/cast_def_0_2753.jpeg,def_front,test,4f70e6b9977918948a8f25d3b6fa94500e601fd25575467de0a8a8d145ac72e6,9a280e92924e2386,,True,512,512
def_front/cast_def_0_2798.jpeg,def_front,train,d96af5eb436e1da94f2b5bf97e2f7a914ed243f12cb458220d56b95e9a8a6a99,0c0f0f17371f378e,,True,512,512
def_front/cast_def_0_2808.jpeg,def_front,train,1bc3e381be762a0d945deb881b297f6b58e493a2280e05dc36cc5723ad502157,9a390e9696cc2317,,True,512,512
def_front/cast_def_0_2820.jpeg,def_front,train,074d8d5f500d0313dedb88cfc151dd0c859c84970cd3f8c142281b1c2f1854da,b667cf96964f1f8e,,True,512,512
def_front/cast_def_0_2832.jpeg,def_front,train,69670cd51ec2dd02208ad4a54746177424916c942e9de8ac1720e6b0adc03fd6,9679cc9696cc438e,,True,512,512
def_front/cast_def_0_2834.jpeg,def_front,train,a2909ca2c5b806cb463c6e7f7ad5f9c24d6ae221ef93cf61bc75d7cbf893c1de,8f170f17170f0f0f,,True,512,512
def_front/cast_def_0_2837.jpeg,def_front,train,5bd36da2553d74c904ac28f8274b7b25a3426575742647f101ee22eb665492ce,170dcc96964c4992,,True,512,512
